"symbol";"nimi";"sektor";"hind";"tootlus";"kogus";"kasum_aktsia_kohta";"dividend_aktsia_kohta"
"MOS";"The Mosaic Company";"Materials";29.09;5.207958;4983335;-2.859;0.2
"MPC";"Marathon Petroleum";"Energy";49.48;3.8404994;9359210;-15.284;2.32
"MRK";"Merck & Co.";"Health Care";75.04;-1.0026413;15940240;2.78;2.44
"MRO";"Marathon Oil Corp.";"Energy";8.98;13.098229;38482304;-1.439;0.08
"MS";"Morgan Stanley";"Financials";74.23;1.3794074;8921582;6.46;1.4
"MSCI";"MSCI Inc";"Financials";422.73;-1.6472363;336196;7.12;2.92
"MSFT";"Microsoft Corp.";"Information Technology";242.47;0.111479886;22211929;6.707;2.14
"MSI";"Motorola Solutions Inc.";"Information Technology";182.54;0.24712887;919407;5.45;2.63
"MTB";"M&T Bank Corp.";"Financials";142.9;1.7806269;525679;9.94;4.4
"MTD";"Mettler Toledo";"Health Care";1209.27;1.1772146;123475;24.91;NA
"MU";"Micron Technology";"Information Technology";84.01;3.5881672;11787816;2.651;NA
"MXIM";"Maxim Integrated Products Inc";"Information Technology";91.58;2.668167;1866080;2.682;0.96
"NCLH";"Norwegian Cruise Line Holdings";"Consumer Discretionary";25.01;1.17314;11690290;-13.448;NA
"NDAQ";"Nasdaq, Inc.";"Financials";142.45;-0.09818318;450525;5.59;1.94
"NEE";"NextEra Energy";"Utilities";83.4;-0.23923081;6788594;1.48;1.4
"NEM";"Newmont Corporation";"Materials";60.42;1.8886998;6246081;3.182;1.04
"NFLX";"Netflix Inc.";"Communication Services";547.92;-0.5210689;2791721;6.08;NA
"NI";"NiSource Inc.";"Utilities";22.32;-1.1514624;2064905;-0.776;0.84
"NKE";"Nike, Inc.";"Consumer Discretionary";143.41;-1.171523;6302595;1.774;1.01
"NLOK";"NortonLifeLock";"Information Technology";20.56;-2.420504;6433756;NA;NA
"NLSN";"Nielsen Holdings";"Industrials";22.82;0.57293594;3221568;-0.421;0.24
"NOC";"Northrop Grumman";"Industrials";300.13;0.4484743;1588593;19.03;5.67
"NOV";"NOV Inc.";"Energy";13.65;2.0942388;4154241;-6.62;0.05
"NOW";"ServiceNow";"Information Technology";587.91;-0.30861706;1031168;0.59;NA
"NRG";"NRG Energy";"Utilities";42.07;0.54971206;1694166;16.376;1.2
"NSC";"Norfolk Southern Corp.";"Industrials";243.8;-0.7571443;919233;7.837;3.76
"NTAP";"NetApp";"Information Technology";69.73;3.487691;1105580;3.067;1.92
"NTRS";"Northern Trust Corp.";"Financials";97.65;0.50432056;757723;5.46;2.8
"NUE";"Nucor Corp.";"Materials";53.7;1.3590057;1680504;2.36;1.613
"NVDA";"Nvidia Corporation";"Information Technology";577.55;6.237579;10865571;6.117;0.64
"NWL";"Newell Brands";"Consumer Discretionary";26.56;1.6456193;2603861;-0.246;0.92
"NVR";"NVR, Inc.";"Consumer Discretionary";4740.93;1.5534201;22238;230.11;NA
"NWS";"News Corp (Class B)";"Communication Services";21.4;2.7857826;655510;-1.463;0.2
"NWSA";"News Corp (Class A)";"Communication Services";21.7;2.262024;3931675;-1.463;0.2
"O";"Realty Income Corporation";"Real Estate";60.9;-0.45766392;1909412;1.201;2.78
"ODFL";"Old Dominion Freight Line";"Industrials";212.25;1.3368361;631887;5.68;0.6
"OKE";"ONEOK";"Energy";43.43;1.3772179;2563976;1.46;3.74
"OMC";"Omnicom Group";"Communication Services";66.75;1.3205872;1070165;4.435;2.6
"ORCL";"Oracle Corp.";"Information Technology";63.11;-0.77043694;7001935;3.306;0.96
"ORLY";"O'Reilly Automotive";"Consumer Discretionary";452.5;0.9391223;481782;22.339;NA
"OTIS";"Otis Worldwide";"Industrials";63.73;-0.31284335;1786870;NA;NA
"OXY";"Occidental Petroleum";"Energy";25.45;12.810289;31447980;-17.277;1.6
"PAYC";"Paycom";"Information Technology";429.48;-1.0916103;295883;2.817;NA
"PAYX";"Paychex Inc.";"Information Technology";91.71;0.08730965;1106515;2.93;2.48
"PBCT";"People's United Financial";"Financials";14.83;2.1349826;3413876;1.32;0.718
"PCAR";"PACCAR Inc.";"Industrials";96.77;0.52980936;1140266;3.74;1.28
"PEAK";"Healthpeak Properties";"Real Estate";30.26;-0.7868845;2897449;NA;NA
"PEG";"Public Service Enterprise Group (PSEG)";"Utilities";58.81;-0.8597409;1643279;3.77;1.94
"PEP";"PepsiCo Inc.";"Consumer Staples";140.4;-0.3972849;4112165;5.05;3.955
"PFE";"Pfizer Inc.";"Health Care";34.82;-0.2863645;31525184;1.707;1.52
"PFG";"Principal Financial Group";"Financials";54.06;2.7561314;1060570;4.409;2.23
"PG";"Procter & Gamble";"Consumer Staples";129.17;-0.3087205;7008603;5.292;3.118
"PGR";"Progressive Corp.";"Financials";86.17;-1.4862273;3957968;9.66;4.9
"PH";"Parker-Hannifin";"Industrials";278.64;-0.29698592;857929;11.016;3.52
"PHM";"PulteGroup";"Consumer Discretionary";49.26;2.3478022;2508752;5.176;0.48
"PKG";"Packaging Corporation of America";"Materials";133.03;-0.20255384;737771;4.84;3.37
"PKI";"PerkinElmer";"Health Care";144.55;-0.33096305;800868;6.494;0.28
"PLD";"Prologis";"Real Estate";107.08;0.3561433;1753671;2.008;2.32
"PM";"Philip Morris International";"Consumer Staples";85.99;2.0289502;4842302;5.16;4.71
"PNC";"PNC Financial Services";"Financials";158.79;1.1787885;1309858;16.972;4.6
"PNR";"Pentair plc";"Industrials";56.04;1.595361;953573;2.139;0.76
"PNW";"Pinnacle West Capital";"Utilities";76.94;-1.0799644;806508;5.611;3.13
"POOL";"Pool Corporation";"Consumer Discretionary";359.4;0.02226054;403299;7.959;2.26
"PPG";"PPG Industries";"Materials";140.22;0.07851018;1116705;4.453;2.1
"PPL";"PPL Corp.";"Utilities";27.87;0;3650898;2.014;1.657
"PRGO";"Perrigo";"Health Care";43.51;0.97469985;733667;-0.049;0.885
"PRU";"Prudential Financial";"Financials";80.91;0.9356287;2703619;-0.993;4.4
"PSA";"Public Storage";"Real Estate";232.51;1.3822265;523048;6.49;8
"PSX";"Phillips 66";"Energy";75.79;5.2054415;2676974;-9.06;3.6
"PVH";"PVH Corp.";"Consumer Discretionary";95.24;0.052521717;919892;-15.992;0.075
"PWR";"Quanta Services Inc.";"Industrials";76.58;0.8294996;852655;2.702;0.2
"PXD";"Pioneer Natural Resources";"Energy";133.05;3.7507777;2027216;1.041;2.09
"PYPL";"PayPal";"Information Technology";282.17;4.724618;10084303;3.54;NA
"QCOM";"QUALCOMM Inc.";"Information Technology";147.38;1.0559577;11883818;5.85;2.57
"QRVO";"Qorvo";"Information Technology";170.76;2.165846;1602574;4.157;NA
"RCL";"Royal Caribbean Group";"Consumer Discretionary";70.7;-1.2294005;2693084;-19.76;1.56
"RE";"Everest Re Group Ltd.";"Financials";225.19;2.6390195;236785;16.519;6.2
"REG";"Regency Centers Corporation";"Real Estate";48.96;-0.3054399;1029379;0.277;2.37
"REGN";"Regeneron Pharmaceuticals";"Health Care";494.9;-0.8176714;1320409;30.52;NA
"RF";"Regions Financial Corp.";"Financials";19.54;3.2224014;6692639;1.03;0.62
"RHI";"Robert Half International";"Industrials";72.1;1.8073972;595459;2.7;1.36
"RJF";"Raymond James Financial, Inc.";"Financials";110.22;0.74033225;706763;6.164;1.5
"RL";"Ralph Lauren Corporation";"Consumer Discretionary";110.21;1.576036;1091424;-4.029;0.688
"RMD";"ResMed";"Health Care";201.55;-0.3066702;746894;4.79;1.56
"ROK";"Rockwell Automation Inc.";"Industrials";247.26;1.7991664;595592;11.18;4.13
"ROL";"Rollins, Inc.";"Industrials";37.23;-0.8521963;1309842;0.53;0.24
"ROP";"Roper Technologies";"Industrials";407.16;0.5457443;378852;8.98;2.1
"ROST";"Ross Stores";"Consumer Discretionary";120.66;1.6340991;1441393;0.86;0.285
"RSG";"Republic Services Inc";"Industrials";91.78;0.9347833;1672368;3.191;1.64
"RTX";"Raytheon Technologies";"Industrials";72.49;0.22120285;4962565;NA;NA
"SBAC";"SBA Communications";"Real Estate";267.01;-2.5012693;824885;-0.128;1.86
"SBUX";"Starbucks Corp.";"Consumer Discretionary";106.26;-0.2066127;4836631;0.568;1.72
"SCHW";"Charles Schwab Corporation";"Financials";55.85;0.19733906;5376417;2.12;0.72
"SEE";"Sealed Air";"Materials";45.5;0.641453;1866101;2.981;0.64
"SHW";"Sherwin-Williams";"Materials";724.01;1.0368686;474357;22.08;5.36
"SIVB";"SVB Financial";"Financials";504.16;2.699069;347528;22.87;NA
"SJM";"JM Smucker";"Consumer Staples";115.12;0.57662386;811761;7.728;3.56
"SLB";"Schlumberger Ltd.";"Energy";25.99;3.9184306;11485488;-7.57;0.875
"SLG";"SL Green Realty";"Real Estate";64.46;1.1137241;776232;4.869;2.958
"SNA";"Snap-on";"Industrials";185.48;0.6020506;444580;11.44;4.32
"SNPS";"Synopsys Inc.";"Information Technology";276.48;1.3044106;625171;4.27;NA
"SO";"Southern Company";"Utilities";60.73;-0.24638884;3548953;2.988;2.52
"SPG";"Simon Property Group Inc";"Real Estate";98.94;2.2635684;4425678;4.401;6.8
"SPGI";"S&P Global Inc.";"Financials";325.44;0.4382487;1250009;9.977;2.58
"SRE";"Sempra Energy";"Utilities";124.85;-1.1010768;1078571;13.013;4.105
"STE";"STERIS plc";"Health Care";183.85;0.36576778;531359;5.029;1.54
"STZ";"Constellation Brands";"Consumer Staples";228.63;0.6382658;814107;10.365;3
"STT";"State Street Corp.";"Financials";76.07;1.7386694;1893515;6.32;2.08
"STX";"Seagate Technology";"Information Technology";71.41;2.8369832;2162228;3.828;2.62
"SWK";"Stanley Black & Decker";"Industrials";175.68;-0.54348207;1165245;7.77;2.78
"SWKS";"Skyworks Solutions";"Information Technology";181.57;1.4641019;2182708;6.326;1.88
"SYF";"Synchrony Financial";"Financials";37.67;1.0190326;7481125;2.27;0.88
"SYK";"Stryker Corp.";"Health Care";242.45;1.5369788;925176;4.2;2.355
"SYY";"Sysco Corp.";"Consumer Staples";76.92;-0.2075813;1412156;-0.663;1.8
"ZBH";"Zimmer Biomet";"Health Care";159.81;-0.050035544;1327157;-0.671;0.96
"ZBRA";"Zebra Technologies";"Information Technology";420.31;3.2423701;187431;8.761;NA
"ZION";"Zions Bancorp";"Financials";48.65;1.9275131;1105233;3.02;1.36
"ZTS";"Zoetis";"Health Care";160.02;0.46459413;1624877;3.47;0.764
"T";"AT&T Inc.";"Communication Services";28.77;-0.55305856;32024735;-0.75;2.08
"TAP";"Molson Coors Beverage Company";"Consumer Staples";48.72;-0.5308255;1822552;2.69;1.14
"TDG";"TransDigm Group";"Industrials";600.17;-0.7983499;357488;8.97;NA
"TDY";"Teledyne Technologies";"Industrials";387.06;0.4932999;196082;10.604;NA
"TEL";"TE Connectivity Ltd.";"Information Technology";129.99;1.5071123;1295689;0.344;1.9
"TER";"Teradyne";"Information Technology";129.09;2.3548949;1489795;4.28;0.4
"TFC";"Truist Financial";"Financials";52.97;0.5314151;5901533;NA;NA
"TFX";"Teleflex";"Health Care";398.63;-0.035103977;93619;7.77;1.36
"TGT";"Target Corp.";"Consumer Discretionary";193.95;2.6951163;3069581;7.539;2.66
"TJX";"TJX Companies Inc.";"Consumer Discretionary";69.97;2.400116;4532069;0.622;0.23
"TMO";"Thermo Fisher Scientific";"Health Care";495.76;0.6496695;1418619;15.96;0.88
"TMUS";"T-Mobile US";"Communication Services";126.1;0.6545336;5742639;2.647;NA
"TPR";"Tapestry, Inc.";"Consumer Discretionary";38.35;2.1304908;5064981;-1.548;0.338
"TRMB";"Trimble Inc.";"Information Technology";73.99;2.3799658;1331477;1.933;NA
"TROW";"T. Rowe Price Group";"Financials";163.39;2.2081814;946255;9.98;3.46
"TRV";"The Travelers Companies Inc.";"Financials";146.2;0.9389676;755972;10.52;3.37
"TSCO";"Tractor Supply Company";"Consumer Discretionary";157.25;3.7953794;1559763;6.38;1.5
"TSLA";"Tesla, Inc.";"Consumer Discretionary";863.42;1.3130262;20161719;0.64;NA
"TSN";"Tyson Foods";"Consumer Staples";67.95;2.6745188;2476710;5.86;1.68
"TT";"Trane Technologies plc";"Industrials";148.98;-0.24774715;1519647;NA;NA
"TTWO";"Take-Two Interactive";"Communication Services";213.34;2.8194084;3019376;4.124;NA
"TWTR";"Twitter, Inc.";"Communication Services";58.2;2.500884;18145736;-1.582;NA
"TXN";"Texas Instruments";"Information Technology";175.12;3.0542004;4597562;5.968;3.72
"TXT";"Textron Inc.";"Industrials";49.74;3.495631;987383;1.349;0.08
"TYL";"Tyler Technologies";"Information Technology";427.42;1.2555715;262268;4.547;NA
"UA";"Under Armour (Class C)";"Consumer Discretionary";17.7;-0.22547354;3900769;-1.659;NA
"UAA";"Under Armour (Class A)";"Consumer Discretionary";20.77;0.33816275;5829746;-1.659;NA
"UAL";"United Airlines Holdings";"Industrials";44.35;5.244421;19331180;-25.301;NA
"UDR";"UDR, Inc.";"Real Estate";40.96;2.2211115;1608384;0.443;1.422
"UHS";"Universal Health Services";"Health Care";131.45;0.5815246;388946;10.197;0.4
"ULTA";"Ulta Beauty";"Consumer Discretionary";315.95;4.608818;732051;4.013;NA
"UNH";"UnitedHealth Group Inc.";"Health Care";324.34;-0.052390814;4756819;16.028;4.83
"UNM";"Unum Group";"Financials";23.93;2.4839396;2404413;3.89;1.14
"UNP";"Union Pacific Corp";"Industrials";204.12;-0.039178174;1995003;7.88;3.88
"UPS";"United Parcel Service";"Industrials";163.45;-0.56576705;2240607;1.64;4.04
"URI";"United Rentals, Inc.";"Industrials";272.23;2.4460917;741168;12.2;NA
"USB";"U.S. Bancorp";"Financials";47.4;2.265379;5984819;3.06;1.68
"V";"Visa Inc.";"Information Technology";206.89;-0.9005149;8630009;4.844;1.24
"WAB";"Westinghouse Air Brake Technologies Corp";"Industrials";82.54;2.4196608;939653;2.413;0.48
"VAR";"Varian Medical Systems";"Health Care";176.36;-0.022671932;383022;3.032;NA
"WAT";"Waters Corporation";"Health Care";284.5;0.35980988;337146;8.36;NA
"WBA";"Walgreens Boots Alliance";"Consumer Staples";49.93;0.24091333;3732584;-0.804;1.85
"WDC";"Western Digital";"Information Technology";62.12;3.9839256;4603292;0.554;0.5
"WEC";"WEC Energy Group";"Utilities";85.17;-1.9004855;1012782;3.79;2.53
"WELL";"Welltower Inc.";"Real Estate";63.21;-1.2652259;1481103;2.493;2.7
"VFC";"VF Corporation";"Consumer Discretionary";81.7;-0.19546014;1290233;-0.426;1.93
"WFC";"Wells Fargo";"Financials";33.4;2.579853;29146109;0.41;1.22
"WHR";"Whirlpool Corp.";"Consumer Discretionary";200.43;3.5439298;756713;17.07;4.85
"VIAC";"ViacomCBS";"Communication Services";54.5;0.8512196;16656199;NA;NA
"VLO";"Valero Energy";"Energy";64.79;4.974076;4214001;-3.5;3.92
"WLTW";"Willis Towers Watson";"Financials";225.7;0.7994253;782099;8.17;2.75
"WM";"Waste Management Inc.";"Industrials";114.38;0.57152367;1617912;3.541;2.147
"WMB";"Williams Companies";"Energy";22.5;1.8560429;7581750;0.178;1.58
"VMC";"Vulcan Materials";"Materials";154.18;0.8107691;489936;4.583;1.33
"WMT";"Walmart";"Consumer Staples";145.03;0.46411622;5270046;6.93;2.15
"VNO";"Vornado Realty Trust";"Real Estate";38.04;1.7384369;1988585;0.28;2.51
"VNT";"Vontier";"Information Technology";34.7;1.0189296;2770417;NA;NA
"WRB";"W. R. Berkley Corporation";"Financials";66.11;0.54752946;753800;2.81;0.47
"WRK";"WestRock";"Materials";42.72;-0.835656;2016070;-2.607;1.065
"VRSK";"Verisk Analytics";"Industrials";188.86;0.7629557;582399;4.029;1.06
"VRSN";"Verisign Inc.";"Information Technology";200.52;0.5012029;387595;6.932;NA
"VRTX";"Vertex Pharmaceuticals Inc";"Health Care";214.37;-0.41345322;2097773;10.29;NA
"WST";"West Pharmaceutical Services";"Health Care";294.46;1.0674396;385122;4.13;0.64
"VZ";"Verizon Communications";"Communication Services";55.05;-0.48807025;17869527;4.3;2.485
"VTR";"Ventas Inc";"Real Estate";48.15;-0.66020155;1240608;0.906;2.485
"VTRS";"Viatris";"Health Care";18;0.58675355;7331816;NA;NA
"WU";"Western Union Co";"Information Technology";23.25;1.2189842;3551390;1.692;0.875
"WY";"Weyerhaeuser";"Real Estate";35.16;2.2092974;4472870;1.067;0.51
"WYNN";"Wynn Resorts Ltd";"Consumer Discretionary";117.41;0.35901;2797274;-19.37;1
"XEL";"Xcel Energy Inc";"Utilities";62.25;-1.8757861;1745677;2.79;1.72
"XLNX";"Xilinx";"Information Technology";141.43;3.6269028;2595904;2.499;1.51
"XOM";"Exxon Mobil Corp.";"Energy";52.1;4.3042994;36948458;-5.254;3.48
"XRAY";"Dentsply Sirona";"Health Care";55.88;1.1585796;915021;-0.361;0.4
"XRX";"Xerox";"Information Technology";24.24;3.1489353;2621934;0.852;1
"XYL";"Xylem Inc.";"Industrials";100.96;2.8210576;1228515;1.4;1.04
"YUM";"Yum! Brands Inc";"Consumer Discretionary";103.36;-1.8796239;1946287;2.94;1.91
